id,name,short_name,level_type,parent_id,city_id
659004,五家渠市,五家渠,3,650000.0,650000.0
659005,北屯市,北屯,3,650000.0,650000.0
710400,新竹市,新竹,2,710000.0,710400.0
659006,铁门关市,铁门关,3,650000.0,650000.0
659007,双河市,双河,3,650000.0,650000.0
712300,台东县,台东,2,710000.0,712300.0
712400,澎湖县,澎湖,2,710000.0,712400.0
321112400000,宜城街道,宜城街道,4,321112.0,321100.0
321183103000,白兔镇,白兔镇,4,321183.0,321100.0
321112103000,上党镇,上党镇,4,321112.0,321100.0
321112101000,辛丰镇,辛丰镇,4,321112.0,321100.0
659008,可克达拉市,可克达拉,3,650000.0,650000.0
712301,台东县,台东,3,712300.0,712300.0
712401,澎湖县,澎湖,3,712400.0,712400.0
321181104000,皇塘镇,皇塘镇,4,321181.0,321100.0
321112104000,宝堰镇,宝堰镇,4,321112.0,321100.0
321181111000,埤城镇,埤城镇,4,321181.0,321100.0
659009,昆玉市,昆玉,3,650000.0,650000.0
659010,胡杨河市,胡杨河,3,650000.0,650000.0
710300,基隆市,基隆,2,710000.0,710300.0
710108,大安区,大安区,3,710100.0,710100.0
710500,台中市,台中,2,710000.0,710500.0
710109,中正区,中正,3,710100.0,710100.0
710600,嘉义市,嘉义,2,710000.0,710600.0
32944050000026,司马浦镇,司马浦镇,4,,440500.0
710700,台南市,台南,2,710000.0,710700.0
710800,新北市,新北,2,710000.0,710800.0
710900,桃园县,桃园,2,710000.0,710900.0
711000,新竹县,新竹,2,710000.0,711000.0
711200,苗栗县,苗栗,2,710000.0,711200.0
711300,台中县,台中,2,710000.0,711300.0
711400,南投县,南投,2,710000.0,711400.0
711500,彰化县,彰化,2,710000.0,711500.0
711600,云林县,云林,2,710000.0,711600.0
711700,嘉义县,嘉义,2,710000.0,711700.0
711800,台南县,台南,2,710000.0,711800.0
711900,高雄县,高雄县,2,710000.0,711900.0
712000,屏东县,屏东,2,710000.0,712000.0
712100,宜兰县,宜兰,2,710000.0,712100.0
712200,花莲县,花莲,2,710000.0,712200.0
900100,钓鱼岛,钓鱼岛,2,900000.0,900100.0
710301,基隆市,基隆,3,710300.0,710300.0
710110,万华区,万华,3,710100.0,710100.0
710401,新竹市,新竹市,3,710400.0,710400.0
710111,大同区,大同区,3,710100.0,710100.0
450105002,江南街道,江南街道,4,450105.0,450100.0
710501,台中市,台中市,3,710500.0,710500.0
450127115,马岭镇,马岭镇,4,450127.0,450100.0
710601,嘉义市,嘉义市,3,710600.0,710600.0
710701,台南市,台南市,3,710700.0,710700.0
710801,新北市,新北市,3,710800.0,710800.0
710901,桃园县,桃园,3,710900.0,710900.0
711001,新竹县,新竹县,3,711000.0,711000.0
900101,钓鱼岛,钓鱼岛,3,900100.0,900100.0
711201,苗栗县,苗栗,3,711200.0,711200.0
711301,台中县,台中县,3,711300.0,711300.0
711401,南投县,南投,3,711400.0,711400.0
711501,彰化县,彰化,3,711500.0,711500.0
711601,云林县,云林,3,711600.0,711600.0
711701,嘉义县,嘉义县,3,711700.0,711700.0
711801,台南县,台南县,3,711800.0,711800.0
711901,高雄县,高雄,3,711900.0,711900.0
712001,屏东县,屏东,3,712000.0,712000.0
712101,宜兰县,宜兰,3,712100.0,712100.0
712201,花莲县,花莲,3,712200.0,712200.0
710102,北投区,北投,3,710100.0,710100.0
710103,士林区,士林,3,710100.0,710100.0
710210,前镇区,前镇,3,710200.0,710200.0
710104,内湖区,内湖,3,710100.0,710100.0
710211,旗津区,旗津,3,710200.0,710200.0
710105,南港区,南港,3,710100.0,710100.0
710106,文山区,文山区,3,710100.0,710100.0
710107,信义区,信义,3,710100.0,710100.0
710112,松山区,松山区,3,710100.0,710100.0
710202,楠梓区,楠梓,3,710200.0,710200.0
710113,中山区,中山区,3,710100.0,710100.0
32944200000004,阜沙镇,阜沙镇,4,,442000.0
710203,左营区,左营,3,710200.0,710200.0
710207,苓雅区,苓雅,3,710200.0,710200.0
710204,鼓山区,鼓山,3,710200.0,710200.0
710208,前金区,前金,3,710200.0,710200.0
710209,盐埕区,盐埕,3,710200.0,710200.0
710205,三民区,三民,3,710200.0,710200.0
710206,新兴区,新兴区,3,710200.0,710200.0
321112001000,高资街道,高资街道,4,321112.0,321100.0
321183108000,天王镇,天王镇,4,321183.0,321100.0
321183107000,郭庄镇,郭庄镇,4,321183.0,321100.0
321183102000,下蜀镇,下蜀镇,4,321183.0,321100.0
710212,小港区,小港,3,710200.0,710200.0
440303009,东晓街道,,4,440303.0,440300.0
321183400000,开发区,开发区,4,321183.0,321100.0
410106,上街区,,3,410100.0,410100.0
410102,中原区,,3,410100.0,410100.0
410122,中牟县,,3,410100.0,410100.0
410103,二七区,,3,410100.0,410100.0
410181,巩义市,,3,410100.0,410100.0
410108,惠济区,,3,410100.0,410100.0
32932080000421,复兴镇,复兴镇,4,,320800.0
321181102000,珥陵镇,珥陵镇,4,321181.0,321100.0
410183,新密市,,3,410100.0,410100.0
130302,海港区,海港,3,130300.0,130300.0
410184,新郑市,,3,410100.0,410100.0
410185,登封市,,3,410100.0,410100.0
410104,管城回族区,,3,410100.0,410100.0
410182,荥阳市,,3,410100.0,410100.0
110108027,四季青地区,,4,110108.0,110100.0
440303007,东湖街道,,4,440303.0,440300.0
130423,临漳县,临漳,3,130400.0,130400.0
321102152000,丁岗镇,丁岗镇,4,321102.0,321100.0
440303003,东门街道,,4,440303.0,440300.0
130434,魏县,魏县,3,130400.0,130400.0
130435,曲周县,曲周,3,130400.0,130400.0
130481,武安市,武安,3,130400.0,130400.0
32944140000131,平南镇,平南镇,4,,441400.0
110108010,学院路街道,,4,110108.0,110100.0
440303005,南湖街道,,4,440303.0,440300.0
130607,满城区,满城,3,130600.0,130600.0
130608,清苑区,清苑,3,130600.0,130600.0
130609,徐水区,徐水,3,130600.0,130600.0
130623,涞水县,涞水,3,130600.0,130600.0
130624,阜平县,阜平,3,130600.0,130600.0
130626,定兴县,定兴,3,130600.0,130600.0
130627,唐县,唐县,3,130600.0,130600.0
440303001,桂园街道,,4,440303.0,440300.0
440303010,清水河街道,,4,440303.0,440300.0
440303006,笋岗街道,,4,440303.0,440300.0
130727,阳原县,阳原,3,130700.0,130700.0
130728,怀安县,怀安,3,130700.0,130700.0
130730,怀来县,怀来,3,130700.0,130700.0
130731,涿鹿县,涿鹿,3,130700.0,130700.0
130732,赤城县,赤城,3,130700.0,130700.0
440303004,翠竹街道,,4,440303.0,440300.0
440303008,莲塘街道,,4,440303.0,440300.0
130922,青县,青县,3,130900.0,130900.0
130923,东光县,东光,3,130900.0,130900.0
130924,海兴县,海兴,3,130900.0,130900.0
130925,盐山县,盐山,3,130900.0,130900.0
440303002,黄贝街道,,4,440303.0,440300.0
440311001,光明街道,,4,440311.0,440300.0
131002,安次区,安次,3,131000.0,131000.0
131003,广阳区,广阳,3,131000.0,131000.0
131022,固安县,固安,3,131000.0,131000.0
131023,永清县,永清,3,131000.0,131000.0
131024,香河县,香河,3,131000.0,131000.0
131025,大城县,大城,3,131000.0,131000.0
131026,文安县,文安,3,131000.0,131000.0
440311002,公明街道,,4,440311.0,440300.0
140303,矿区,矿区,3,140300.0,140300.0
440311004,凤凰街道,,4,440311.0,440300.0
140427,壶关县,壶关,3,140400.0,140400.0
140428,长子县,长子,3,140400.0,140400.0
140429,武乡县,武乡,3,140400.0,140400.0
140430,沁县,沁县,3,140400.0,140400.0
140431,沁源县,沁源,3,140400.0,140400.0
140502,城区,城区,3,140500.0,140500.0
140521,沁水县,沁水,3,140500.0,140500.0
140522,阳城县,阳城,3,140500.0,140500.0
140524,陵川县,陵川,3,140500.0,140500.0
140525,泽州县,泽州,3,140500.0,140500.0
140581,高平市,高平,3,140500.0,140500.0
110108025,曙光街道,,4,110108.0,110100.0
440311003,新湖街道,,4,440311.0,440300.0
140621,山阴县,山阴,3,140600.0,140600.0
440311005,玉塘街道,,4,440311.0,440300.0
140829,平陆县,平陆,3,140800.0,140800.0
